
SET IDENTITY_INSERT [dbo].[Building] ON 

INSERT [dbo].[Building] ([BuildingID], [BuildingName], [BuildingDescription], [BuildingPicture], [BuildingCode]) VALUES (1, N'An Lạc', N'Nằm giữa một khu vườn yên tĩnh với những hàng cây xanh mát, An Lạc mang đến một không gian thanh bình và ấm cúng. Thiết kế kiến trúc hiện đại với những đường nét đơn giản, kết hợp hài hòa với thiên nhiên xung quanh.', N'https://i.ibb.co/JrqjRCn/Screenshot-2024-06-19-134117.png', 'AL')
INSERT [dbo].[Building] ([BuildingID], [BuildingName], [BuildingDescription], [BuildingPicture],[BuildingCode]) VALUES (2, N'An Viên', N'An Viên mang đậm nét kiến trúc truyền thống với những mái ngói cong và những chi tiết chạm khắc tinh xảo. Không gian bên trong được bài trí trang trọng và ấm cúng, gợi nhớ về những giá trị văn hóa sâu sắc.', N'https://i.ibb.co/JrqjRCn/Screenshot-2024-06-19-134117.png', 'AV')
SET IDENTITY_INSERT [dbo].[Building] OFF


INSERT INTO [dbo].[Floor] (BuildingID, FloorName, FloorDescription, FloorCode)
VALUES 
-- An Lạc Building (ID 1)
(1, N'Tầng 1', N'Mô tả tầng 1' , N'AL-F1'),
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4877, 49, N'417', N'Available', NULL, NULL, NULL, N'AL-F7-A1-417')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4878, 49, N'418', N'Available', NULL, NULL, NULL, N'AL-F7-A1-418')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4879, 49, N'419', N'Available', NULL, NULL, NULL, N'AL-F7-A1-419')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4880, 49, N'420', N'Available', NULL, NULL, NULL, N'AL-F7-A1-420')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4881, 49, N'501', N'Available', NULL, NULL, NULL, N'AL-F7-A1-501')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4882, 49, N'502', N'Available', NULL, NULL, NULL, N'AL-F7-A1-502')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4883, 49, N'503', N'Available', NULL, NULL, NULL, N'AL-F7-A1-503')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4884, 49, N'504', N'Available', NULL, NULL, NULL, N'AL-F7-A1-504')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4885, 49, N'505', N'Available', NULL, NULL, NULL, N'AL-F7-A1-505')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4886, 49, N'506', N'Available', NULL, NULL, NULL, N'AL-F7-A1-506')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4887, 49, N'507', N'Available', NULL, NULL, NULL, N'AL-F7-A1-507')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4888, 49, N'508', N'Available', NULL, NULL, NULL, N'AL-F7-A1-508')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4889, 49, N'509', N'Available', NULL, NULL, NULL, N'AL-F7-A1-509')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4890, 49, N'510', N'Available', NULL, NULL, NULL, N'AL-F7-A1-510')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4891, 49, N'511', N'Available', NULL, NULL, NULL, N'AL-F7-A1-511')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4892, 49, N'512', N'Available', NULL, NULL, NULL, N'AL-F7-A1-512')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4893, 49, N'513', N'Available', NULL, NULL, NULL, N'AL-F7-A1-513')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4894, 49, N'514', N'Available', NULL, NULL, NULL, N'AL-F7-A1-514')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4895, 49, N'515', N'Available', NULL, NULL, NULL, N'AL-F7-A1-515')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4896, 49, N'516', N'Available', NULL, NULL, NULL, N'AL-F7-A1-516')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4897, 49, N'517', N'Available', NULL, NULL, NULL, N'AL-F7-A1-517')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4898, 49, N'518', N'Available', NULL, NULL, NULL, N'AL-F7-A1-518')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4899, 49, N'519', N'Available', NULL, NULL, NULL, N'AL-F7-A1-519')
GO
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4900, 49, N'520', N'Available', NULL, NULL, NULL, N'AL-F7-A1-520')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4901, 50, N'101', N'Available', NULL, NULL, NULL, N'AL-F7-A2-101')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4902, 50, N'102', N'Available', NULL, NULL, NULL, N'AL-F7-A2-102')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4903, 50, N'103', N'Available', NULL, NULL, NULL, N'AL-F7-A2-103')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4904, 50, N'104', N'Available', NULL, NULL, NULL, N'AL-F7-A2-104')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4905, 50, N'105', N'Available', NULL, NULL, NULL, N'AL-F7-A2-105')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4906, 50, N'106', N'Available', NULL, NULL, NULL, N'AL-F7-A2-106')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4907, 50, N'107', N'Available', NULL, NULL, NULL, N'AL-F7-A2-107')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4908, 50, N'108', N'Available', NULL, NULL, NULL, N'AL-F7-A2-108')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4909, 50, N'109', N'Available', NULL, NULL, NULL, N'AL-F7-A2-109')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4910, 50, N'110', N'Available', NULL, NULL, NULL, N'AL-F7-A2-110')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4911, 50, N'111', N'Available', NULL, NULL, NULL, N'AL-F7-A2-111')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4912, 50, N'112', N'Available', NULL, NULL, NULL, N'AL-F7-A2-112')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4913, 50, N'113', N'Available', NULL, NULL, NULL, N'AL-F7-A2-113')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4914, 50, N'114', N'Available', NULL, NULL, NULL, N'AL-F7-A2-114')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4915, 50, N'115', N'Available', NULL, NULL, NULL, N'AL-F7-A2-115')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4916, 50, N'116', N'Available', NULL, NULL, NULL, N'AL-F7-A2-116')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4917, 50, N'117', N'Available', NULL, NULL, NULL, N'AL-F7-A2-117')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4918, 50, N'118', N'Available', NULL, NULL, NULL, N'AL-F7-A2-118')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4919, 50, N'119', N'Available', NULL, NULL, NULL, N'AL-F7-A2-119')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4920, 50, N'120', N'Available', NULL, NULL, NULL, N'AL-F7-A2-120')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4921, 50, N'201', N'Available', NULL, NULL, NULL, N'AL-F7-A2-201')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4922, 50, N'202', N'Available', NULL, NULL, NULL, N'AL-F7-A2-202')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4923, 50, N'203', N'Available', NULL, NULL, NULL, N'AL-F7-A2-203')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4924, 50, N'204', N'Available', NULL, NULL, NULL, N'AL-F7-A2-204')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4925, 50, N'205', N'Available', NULL, NULL, NULL, N'AL-F7-A2-205')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4926, 50, N'206', N'Available', NULL, NULL, NULL, N'AL-F7-A2-206')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4927, 50, N'207', N'Available', NULL, NULL, NULL, N'AL-F7-A2-207')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4928, 50, N'208', N'Available', NULL, NULL, NULL, N'AL-F7-A2-208')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4929, 50, N'209', N'Available', NULL, NULL, NULL, N'AL-F7-A2-209')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4930, 50, N'210', N'Available', NULL, NULL, NULL, N'AL-F7-A2-210')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4931, 50, N'211', N'Available', NULL, NULL, NULL, N'AL-F7-A2-211')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4932, 50, N'212', N'Available', NULL, NULL, NULL, N'AL-F7-A2-212')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4933, 50, N'213', N'Available', NULL, NULL, NULL, N'AL-F7-A2-213')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4934, 50, N'214', N'Available', NULL, NULL, NULL, N'AL-F7-A2-214')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4935, 50, N'215', N'Available', NULL, NULL, NULL, N'AL-F7-A2-215')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4936, 50, N'216', N'Available', NULL, NULL, NULL, N'AL-F7-A2-216')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4937, 50, N'217', N'Available', NULL, NULL, NULL, N'AL-F7-A2-217')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4938, 50, N'218', N'Available', NULL, NULL, NULL, N'AL-F7-A2-218')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4939, 50, N'219', N'Available', NULL, NULL, NULL, N'AL-F7-A2-219')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4940, 50, N'220', N'Available', NULL, NULL, NULL, N'AL-F7-A2-220')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4941, 50, N'301', N'Available', NULL, NULL, NULL, N'AL-F7-A2-301')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4942, 50, N'302', N'Available', NULL, NULL, NULL, N'AL-F7-A2-302')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4943, 50, N'303', N'Available', NULL, NULL, NULL, N'AL-F7-A2-303')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4944, 50, N'304', N'Available', NULL, NULL, NULL, N'AL-F7-A2-304')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4945, 50, N'305', N'Available', NULL, NULL, NULL, N'AL-F7-A2-305')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4946, 50, N'306', N'Available', NULL, NULL, NULL, N'AL-F7-A2-306')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4947, 50, N'307', N'Available', NULL, NULL, NULL, N'AL-F7-A2-307')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4948, 50, N'308', N'Available', NULL, NULL, NULL, N'AL-F7-A2-308')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4949, 50, N'309', N'Available', NULL, NULL, NULL, N'AL-F7-A2-309')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4950, 50, N'310', N'Available', NULL, NULL, NULL, N'AL-F7-A2-310')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4951, 50, N'311', N'Available', NULL, NULL, NULL, N'AL-F7-A2-311')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4952, 50, N'312', N'Available', NULL, NULL, NULL, N'AL-F7-A2-312')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4953, 50, N'313', N'Available', NULL, NULL, NULL, N'AL-F7-A2-313')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4954, 50, N'314', N'Available', NULL, NULL, NULL, N'AL-F7-A2-314')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4955, 50, N'315', N'Available', NULL, NULL, NULL, N'AL-F7-A2-315')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4956, 50, N'316', N'Available', NULL, NULL, NULL, N'AL-F7-A2-316')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4957, 50, N'317', N'Available', NULL, NULL, NULL, N'AL-F7-A2-317')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4958, 50, N'318', N'Available', NULL, NULL, NULL, N'AL-F7-A2-318')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4959, 50, N'319', N'Available', NULL, NULL, NULL, N'AL-F7-A2-319')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4960, 50, N'320', N'Available', NULL, NULL, NULL, N'AL-F7-A2-320')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4961, 50, N'401', N'Available', NULL, NULL, NULL, N'AL-F7-A2-401')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4962, 50, N'402', N'Available', NULL, NULL, NULL, N'AL-F7-A2-402')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4963, 50, N'403', N'Available', NULL, NULL, NULL, N'AL-F7-A2-403')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4964, 50, N'404', N'Available', NULL, NULL, NULL, N'AL-F7-A2-404')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4965, 50, N'405', N'Available', NULL, NULL, NULL, N'AL-F7-A2-405')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4966, 50, N'406', N'Available', NULL, NULL, NULL, N'AL-F7-A2-406')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4967, 50, N'407', N'Available', NULL, NULL, NULL, N'AL-F7-A2-407')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4968, 50, N'408', N'Available', NULL, NULL, NULL, N'AL-F7-A2-408')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4969, 50, N'409', N'Available', NULL, NULL, NULL, N'AL-F7-A2-409')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4970, 50, N'410', N'Available', NULL, NULL, NULL, N'AL-F7-A2-410')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4971, 50, N'411', N'Available', NULL, NULL, NULL, N'AL-F7-A2-411')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4972, 50, N'412', N'Available', NULL, NULL, NULL, N'AL-F7-A2-412')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4973, 50, N'413', N'Available', NULL, NULL, NULL, N'AL-F7-A2-413')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4974, 50, N'414', N'Available', NULL, NULL, NULL, N'AL-F7-A2-414')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4975, 50, N'415', N'Available', NULL, NULL, NULL, N'AL-F7-A2-415')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4976, 50, N'416', N'Available', NULL, NULL, NULL, N'AL-F7-A2-416')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4977, 50, N'417', N'Available', NULL, NULL, NULL, N'AL-F7-A2-417')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4978, 50, N'418', N'Available', NULL, NULL, NULL, N'AL-F7-A2-418')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4979, 50, N'419', N'Available', NULL, NULL, NULL, N'AL-F7-A2-419')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4980, 50, N'420', N'Available', NULL, NULL, NULL, N'AL-F7-A2-420')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4981, 50, N'501', N'Available', NULL, NULL, NULL, N'AL-F7-A2-501')
INSERT [dbo].[Niche] ([NicheID], [AreaID], [NicheName], [Status], [NicheDescription], [CustomerID], [DeceasedID], [NicheCode]) VALUES (4982, 50, N'502', N'Available', NULL, NULL, NULL, N'AL-F7-A2-502')
